 Mg Density=1.738
 Energy(eV), Delta, Beta
  5000.  1.46307375E-05  5.41153895E-07
  5090.39502  1.41091559E-05  5.04650359E-07
  5182.4248  1.3606119E-05  4.70549651E-07
  5276.11865  1.3121009E-05  4.38750391E-07
  5371.50586  1.26531759E-05  4.09054451E-07
  5468.61768  1.22020674E-05  3.81366874E-07
  5567.48486  1.1767047E-05  3.55532336E-07
  5668.14014  1.13475935E-05  3.31453009E-07
  5770.61523  1.0943083E-05  3.08968453E-07
  5874.94238  1.05530289E-05  2.8799974E-07
  5981.15625  1.0176971E-05  2.6844225E-07
  6089.28955  9.81430458E-06  2.50203414E-07
  6199.37842  9.46458113E-06  2.33191614E-07
  6311.45752  9.12735413E-06  2.17327695E-07
  6425.56299  8.80219613E-06  2.02534295E-07
  6541.73145  8.48863692E-06  1.88740955E-07
  6659.99951  8.1863127E-06  1.75877574E-07
  6780.40625  7.89481965E-06  1.63886583E-07
  6902.98975  7.61373803E-06  1.52707727E-07
  7027.78955  7.34265359E-06  1.42284236E-07
  7154.8457  7.08129937E-06  1.32566214E-07
  7284.19824  6.8292934E-06  1.23509167E-07
  7415.89014  6.58629142E-06  1.15067998E-07
  7549.9624  6.35195147E-06  1.07197778E-07
  7686.45898  6.12599115E-06  9.98626604E-08
  7825.42285  5.90813215E-06  9.30277437E-08
  7966.89941  5.6980266E-06  8.66559873E-08
  8110.93408  5.49543529E-06  8.07185927E-08
  8257.57227  5.30006946E-06  7.51845448E-08
  8406.86133  5.111679E-06  7.0028463E-08
  8558.84961  4.930047E-06  6.52254215E-08
  8713.58594  4.75486422E-06  6.07486754E-08
  8871.11914  4.5859515E-06  5.65779885E-08
  9031.50098  4.423056E-06  5.26910533E-08
  9194.78223  4.26597489E-06  4.90712573E-08
  9361.01562  4.11449992E-06  4.56979627E-08
  9530.25391  3.96844007E-06  4.25560316E-08
  9702.55176  3.82756934E-06  3.96292918E-08
  9877.96582  3.69172949E-06  3.6902847E-08
  10056.5488  3.56073929E-06  3.43634596E-08
  10238.3623  3.4344032E-06  3.19974056E-08
  10423.4639  3.31257547E-06  2.97934957E-08
  10611.9092  3.1950824E-06  2.77414234E-08
  10803.7637  3.0817871E-06  2.58299782E-08
  10999.0859  2.97252382E-06  2.4049795E-08
  11197.9385  2.86713475E-06  2.23921131E-08
  11400.3877  2.7655035E-06  2.08484288E-08
  11606.4951  2.66750385E-06  1.94109084E-08
  11816.3301  2.5729762E-06  1.80723294E-08
  12029.959  2.48181459E-06  1.68259753E-08
  12247.4492  2.3939017E-06  1.56654156E-08
  12468.8721  2.30910382E-06  1.45847707E-08
  12694.2979  2.22733343E-06  1.35788847E-08
  12923.7988  2.14846432E-06  1.264236E-08
  13157.4492  2.07238963E-06  1.17704078E-08
  13395.3242  1.99902911E-06  1.09585461E-08
  13637.499  1.92827451E-06  1.02028528E-08
  13884.0518  1.86002785E-06  9.49948831E-09
  14135.0635  1.79420545E-06  8.84467966E-09
  14390.6113  1.7307168E-06  8.23517343E-09
  14650.7812  1.66949189E-06  7.66786634E-09
  14915.6533  1.61043624E-06  7.13980519E-09
  15185.3154  1.55347152E-06  6.64799726E-09
  15459.8525  1.49853349E-06  6.19015772E-09
  15739.3516  1.44554429E-06  5.76400527E-09
  16023.9043  1.39443648E-06  5.36738165E-09
  16313.6016  1.3451355E-06  4.99828756E-09
  16608.5371  1.29758666E-06  4.65474903E-09
  16908.8047  1.25172164E-06  4.33503011E-09
  17214.5  1.20747927E-06  4.03752409E-09
  17525.7227  1.1648101E-06  3.76065268E-09
  17842.5703  1.12364887E-06  3.50299434E-09
  18165.1484  1.08394715E-06  3.26324523E-09
  18493.5566  1.04565322E-06  3.04013636E-09
  18827.9023  1.00871193E-06  2.83253176E-09
  19168.2949  9.73075657E-07  2.63937427E-09
  19514.8398  9.38708411E-07  2.45961762E-09
  19867.6504  9.05560455E-07  2.2924358E-09
  20226.8379  8.73579665E-07  2.13682871E-09
  20592.5234  8.42733243E-07  1.99186112E-09
  20964.8164  8.12976225E-07  1.85703031E-09
  21343.8398  7.84275244E-07  1.73162051E-09
  21729.7168  7.56589543E-07  1.61497848E-09
  22122.5684  7.29881151E-07  1.50647317E-09
  22522.5254  7.04116815E-07  1.40554213E-09
  22929.7109  6.79265099E-07  1.31165701E-09
  23344.2617  6.55288886E-07  1.22432742E-09
  23766.3027  6.3216595E-07  1.14308341E-09
  24195.9766  6.09857295E-07  1.06750742E-09
  24633.418  5.88338651E-07  9.97194327E-10
  25078.7656  5.67580457E-07  9.31773214E-10
  25532.166  5.47555544E-07  8.70906014E-10
  25993.7676  5.28239468E-07  8.14270373E-10
  26463.709  5.09603808E-07  7.61573637E-10
  26942.1484  4.91628157E-07  7.12534642E-10
  27429.2383  4.74286566E-07  6.66899147E-10
  27925.1328  4.57560077E-07  6.24426622E-10
  28429.9941  4.41420667E-07  5.84893189E-10
  28943.9824  4.25854097E-07  5.48093071E-10
  29467.2637  4.10836464E-07  5.13836806E-10
  30000.002  3.96349066E-07  4.81942708E-10
